Name,Distance,Mass,Discovery Date,Stellar Magnitude
Kepler-734 b,3775,12.4 Earths,2016,14.469
Kepler-735 b,2267,9.01 Earths,2016,15.492
Kepler-736 b,3280,8.91 Earths,2016,15.809
Kepler-737 b,669,4.5 Earths,2016,15.971
Kepler-738 b,3633,6.8 Earths,2016,15.793
Kepler-739 b,4471,11 Earths,2016,15.711
Kepler-740 b,4704,18.9 Earths,2016,16.022
Kepler-741 b,5421,9.11 Earths,2016,15.186
Kepler-742 b,1596,10.6 Earths,2016,15.357
Kepler-743 b,910,1.92 Earths,2016,12.66
Kepler-744 b,1468,3.26 Earths,2016,13.718
Kepler-745 b,5808,5.31 Earths,2016,15.427
Kepler-746 b,1468,1.41 Earths,2016,13.785
Kepler-747 b,10918,24.1 Earths,2016,15.595
Kepler-748 b,5565,6.9 Earths,2016,15.37
Kepler-749 b,2352,9.8 Earths,2016,16.153
Kepler-74 b,3841,0.63 Jupiters,2013,14.487
Kepler-750 b,4228,9.64 Earths,2016,14.634
Kepler-750 c,4228,3.26 Earths,2016,14.634
Kepler-751 b,2481,6.62 Earths,2016,15.211
Kepler-752 b,4020,8.3 Earths,2016,15.864
Kepler-753 b,896,4.31 Earths,2016,14.891
Kepler-754 b,5775,4.7 Earths,2016,15.352
Kepler-755 b,1302,3.75 Earths,2016,14.277
Kepler-755 c,1302,2.13 Earths,2016,14.277
Kepler-756 b,2779,1.46 Earths,2016,15.986
Kepler-757 b,3486,2.42 Earths,2016,15.066
Kepler-758 b,4901,6.71 Earths,2016,14.379
Kepler-758 c,4901,3.5 Earths,2016,14.379
Kepler-758 d,4901,5.14 Earths,2016,14.379
Kepler-758 e,4901,2.96 Earths,2016,14.379
Kepler-759 b,3502,5.77 Earths,2016,14.579
Kepler-75 b,2725,10.1 Jupiters,2013,15.414
Kepler-760 b,2585,9.59 Earths,2016,15.181
Kepler-760 c,2585,2.79 Earths,2016,15.181
Kepler-761 b,2710,4.78 Earths,2016,14.993
Kepler-762 b,6192,Unknown,2016,15.574
Kepler-763 b,3140,1.98 Earths,2016,15.965
Kepler-763 c,3140,2.6 Earths,2023,15.965
Kepler-763 d,3140,3.43 Earths,2023,15.965
Kepler-764 b,3418,3.33 Earths,2016,15.555
Kepler-765 b,3511,6.48 Earths,2016,14.709
Kepler-766 b,7495,11.4 Earths,2016,15.825
Kepler-767 b,7343,35.7 Earths,2016,15.678
Kepler-768 b,2559,3.86 Earths,2016,15.969
Kepler-769 b,3815,8.85 Earths,2016,14.984
Kepler-769 c,3815,3.86 Earths,2016,14.984
Kepler-76 b,2684,2.01 Jupiters,2013,13.474
Kepler-770 b,3035,5.9 Earths,2016,14.852
Kepler-770 c,3035,1.87 Earths,2016,14.852
Kepler-770 d,3035,2.54 Earths,2016,14.852
Kepler-771 b,4547,3.97 Earths,2016,14.958
Kepler-772 b,3687,3.97 Earths,2016,14.145
Kepler-773 b,1784,2.63 Earths,2016,13.387
Kepler-774 b,2994,10.2 Earths,2016,12.886
Kepler-775 b,1300,1.81 Earths,2016,13.564
Kepler-776 b,2374,2.18 Earths,2016,15.562
Kepler-777 b,1445,2.76 Earths,2016,16.131
Kepler-778 b,3060,3.46 Earths,2016,15.959
Kepler-779 b,924,0.721 Earths,2016,16.303
Kepler-77 b,2086,0.43 Jupiters,2013,14.152
Kepler-780 b,1819,0.64 Earths,2016,13.464
Kepler-781 b,3472,8.7 Earths,2016,16.207
Kepler-782 b,1458,10.4 Earths,2016,12.843
Kepler-783 b,1683,0.399 Earths,2016,14.153
Kepler-783 c,1683,6.04 Earths,2020,14.153
Kepler-784 b,4253,3.12 Earths,2016,13.392
Kepler-784 c,4253,3.02 Earths,2023,13.392
Kepler-785 b,2094,Unknown,2016,16.315
Kepler-786 b,1583,6.48 Earths,2016,15.253
Kepler-787 b,1643,2.18 Earths,2016,16.696
Kepler-788 b,5793,7.04 Earths,2016,15.45
Kepler-789 b,4828,5.14 Earths,2016,14.723
Kepler-78 b,406,1.68 Earths,2013,11.717
Kepler-790 b,2294,5.39 Earths,2016,15.534
Kepler-791 b,4131,9.53 Earths,2016,14.473
Kepler-792 b,4650,4.5 Earths,2016,15.117
Kepler-793 b,3215,2.45 Earths,2016,14.742
Kepler-794 b,3038,5.1 Earths,2016,13.599
Kepler-795 b,1605,3.46 Earths,2016,13.423
Kepler-796 b,2667,2.24 Earths,2016,13.175
Kepler-797 b,4290,5.35 Earths,2016,14.751
Kepler-798 b,3172,6.3 Earths,2016,14.221
Kepler-799 b,4923,37.9 Earths,2016,15.166
Kepler-799 c,4923,8.15 Earths,2021,15.166
Kepler-79 b,3330,10.9 Earths,2012,14.036
Kepler-79 c,3330,5.9 Earths,2012,14.036
Kepler-79 d,3330,6 Earths,2014,14.036
Kepler-79 e,3330,4.1 Earths,2014,14.036
Kepler-7 b,3009,0.441 Jupiters,2009,13.008
Kepler-800 b,3325,8.5 Earths,2016,15.92
Kepler-801 b,1437,4.66 Earths,2016,15.596
Kepler-802 b,2546,12.3 Earths,2016,15.01
Kepler-803 b,2087,13.8 Earths,2016,13.856
Kepler-804 b,2119,4.42 Earths,2016,13.864
Kepler-804 c,2119,1.55 Earths,2016,13.864
Kepler-805 b,2083,8.7 Earths,2016,12.586
Kepler-806 b,1181,1.55 Earths,2016,11.813
Kepler-807 b,4870,0.242 Jupiters,2016,15.194
Kepler-808 b,1047,2.73 Earths,2016,14.519
Kepler-809 b,3136,9.32 Earths,2016,14.875
Kepler-80 b,1205,6.93 Earths,2012,15.23
Kepler-80 c,1205,6.74 Earths,2012,15.23
Kepler-80 d,1205,6.75 Earths,2014,15.23
Kepler-80 e,1205,4.13 Earths,2014,15.23
Kepler-80 f,1205,1.92 Earths,2016,15.23
Kepler-80 g,1205,1.51 Earths,2017,15.23
Kepler-810 b,4758,4.38 Earths,2016,15.73
Kepler-811 b,3213,7.75 Earths,2016,14.046
Kepler-812 b,4837,12.3 Earths,2016,13.815
Kepler-813 b,2740,5.22 Earths,2016,14.646
Kepler-814 b,6706,5.14 Earths,2016,14.859
Kepler-815 b,4108,15.8 Earths,2016,13.438
Kepler-816 b,3209,0.234 Jupiters,2016,16.365
Kepler-817 b,4842,0.189 Jupiters,2016,15.967
Kepler-818 b,3017,22.9 Earths,2016,15.368
Kepler-819 b,2167,8.05 Earths,2016,15.402
Kepler-81 b,1136,17.2 Earths,2012,15.258
Kepler-81 c,1136,4.3 Earths,2012,15.258
Kepler-81 d,1136,1.92 Earths,2014,15.258
Kepler-820 b,4525,30.8 Earths,2016,14.135
Kepler-821 b,2005,2.27 Earths,2016,15.153
Kepler-822 b,2807,3.78 Earths,2016,14.75
Kepler-823 b,4532,3.09 Earths,2016,15.089
Kepler-824 b,3919,4.16 Earths,2016,15.051
Kepler-825 b,2635,2.96 Earths,2016,14.296
Kepler-825 c,2635,4.04 Earths,2016,14.296
Kepler-826 b,2543,2.1 Earths,2016,13.644
Kepler-827 b,6676,27 Earths,2016,15.865
Kepler-828 b,1877,2.89 Earths,2016,15.374
Kepler-829 b,3503,5.1 Earths,2016,14.973
Kepler-82 b,2950,12.15 Earths,2012,15.131
Kepler-82 c,2950,13.9 Earths,2012,15.131
Kepler-82 d,2950,3.78 Earths,2014,15.131
Kepler-82 e,2950,6.66 Earths,2014,15.131
Kepler-82 f,2950,20.9 Earths,2019,15.131
Kepler-830 b,3660,3.53 Earths,2016,14.88
Kepler-831 b,1936,2.15 Earths,2016,13.751
Kepler-832 b,5507,4.9 Earths,2016,16.001
Kepler-833 b,1525,4.74 Earths,2016,15.755
Kepler-834 b,2068,4.74 Earths,2016,16.211
Kepler-835 b,7849,8.2 Earths,2016,16.062
Kepler-836 b,3197,7.9 Earths,2016,14.672
Kepler-837 b,2942,7.08 Earths,2016,15.576
Kepler-838 b,3601,7.9 Earths,2016,15.424
Kepler-839 b,3081,7.13 Earths,2016,13.693
Kepler-83 b,1306,0.132 Jupiters,2012,16.145
Kepler-83 c,1306,11.4 Earths,2012,16.145
Kepler-83 d,1306,24.6 Earths,2014,16.145
Kepler-841 b,3259,23.8 Earths,2016,15.791
Kepler-842 b,1738,3.19 Earths,2016,15.363
Kepler-843 b,3802,7.22 Earths,2016,15.354
Kepler-844 b,1408,3.46 Earths,2016,15.986
Kepler-845 b,1406,4.82 Earths,2016,14.903
Kepler-846 b,3677,6.71 Earths,2016,15.684
Kepler-847 b,1674,1.76 Earths,2016,14.998
Kepler-848 b,4497,3.53 Earths,2016,14.194
Kepler-849 b,2682,0.127 Jupiters,2016,12.878
Kepler-84 b,3340,40 Earths,2012,14.92
Kepler-84 c,3340,20.2 Earths,2012,14.92
Kepler-84 d,3340,2.48 Earths,2014,14.92
Kepler-84 e,3340,7.27 Earths,2014,14.92
Kepler-84 f,3340,5.48 Earths,2014,14.92
Kepler-850 b,5419,3.82 Earths,2016,15.611
Kepler-851 b,2738,3.46 Earths,2016,15.172
Kepler-852 b,5281,6.99 Earths,2016,14.006
Kepler-853 b,1855,3.5 Earths,2016,12.339
Kepler-855 b,4914,0.166 Jupiters,2016,15.157
Kepler-856 b,4408,0.199 Jupiters,2016,15.594
Kepler-857 b,3208,37.2 Earths,2016,15.167
Kepler-858 b,974,21.1 Earths,2016,12.568
Kepler-859 b,2740,9.75 Earths,2016,15.977
Kepler-85 b,2496,4.54 Earths,2012,14.89
Kepler-85 c,2496,20.9 Earths,2012,14.89
Kepler-85 d,2496,1.87 Earths,2014,14.89
Kepler-85 e,2496,0.6 Earths,2014,14.89
Kepler-860 b,3446,10.6 Earths,2016,15.544
Kepler-861 b,2774,5.82 Earths,2016,15.993
Kepler-862 b,3389,5.52 Earths,2016,15.601
Kepler-863 b,4892,8.75 Earths,2016,15.567
Kepler-864 b,6599,6.35 Earths,2016,15.898
Kepler-864 c,6599,3.26 Earths,2023,15.898
Kepler-865 b,1912,6.76 Earths,2016,14.635
Kepler-865 c,1912,0.64 Earths,2023,14.635
Kepler-866 b,2109,3.29 Earths,2016,16.124
Kepler-867 b,3900,19.4 Earths,2016,15.098
Kepler-868 b,5197,4.86 Earths,2016,15.872
Kepler-869 b,3065,12.7 Earths,2016,15.122
Kepler-870 b,4108,8.15 Earths,2016,15.326
Kepler-871 b,6446,13.5 Earths,2016,15.882
Kepler-872 b,2870,4.62 Earths,2016,15.242
Kepler-873 b,3856,13.5 Earths,2016,15.052
Kepler-874 b,3530,14.7 Earths,2016,14.822
Kepler-875 b,4053,8.75 Earths,2016,15.357
Kepler-876 b,2678,2.63 Earths,2016,15.647
Kepler-877 b,1964,5.14 Earths,2016,14.74
Kepler-878 b,2582,4.38 Earths,2016,14.967
Kepler-879 b,2618,7.13 Earths,2016,14.429
Kepler-87 b,4022,1.02 Jupiters,2013,14.681
Kepler-87 c,4022,6.4 Earths,2013,14.681
Kepler-880 b,1962,7.56 Earths,2016,11.845
Kepler-880 c,1962,8.6 Earths,2023,11.845
Kepler-881 b,4486,3.82 Earths,2016,15.281
Kepler-882 b,1646,2.04 Earths,2016,14.188
Kepler-883 b,2047,3.82 Earths,2016,13.169
Kepler-884 b,1555,2.04 Earths,2016,13.164
Kepler-885 b,2125,6.8 Earths,2016,12.948
Kepler-886 b,2320,2.92 Earths,2016,14.054
Kepler-887 b,2892,4.04 Earths,2016,13.52
Kepler-887 c,2892,1.51 Earths,2016,13.52
Kepler-888 b,1373,3.75 Earths,2016,13.061
Kepler-889 b,1952,1.32 Earths,2016,12.998
Kepler-88 d,1229,3.05046 Jupiters,2020,13.209
Kepler-890 b,5585,0.184 Jupiters,2016,15.235
Kepler-891 b,7635,33.6 Earths,2016,15.386
Kepler-892 b,1862,8.3 Earths,2016,15.967
Kepler-893 b,4194,9.43 Earths,2016,15.347
Kepler-894 b,3793,8.15 Earths,2016,15.686
Kepler-895 b,1762,2.99 Earths,2016,16.21
Kepler-896 b,7617,6.94 Earths,2016,15.457
Kepler-896 c,7617,10.1 Earths,2023,15.457
Kepler-897 b,4956,6.3 Earths,2016,15.177
Kepler-898 b,1582,2.83 Earths,2016,16.695
Kepler-899 b,4066,7.65 Earths,2016,15.713
Kepler-8 b,3333,0.59 Jupiters,2010,13.598
Kepler-900 b,1590,4.98 Earths,2016,15.19
Kepler-901 b,828,2.45 Earths,2016,15.85
Kepler-902 b,3801,6.99 Earths,2016,14.992
Kepler-903 b,4466,4.7 Earths,2016,14.856
Kepler-903 c,4466,6.94 Earths,2016,14.856
Kepler-904 b,3191,3.78 Earths,2016,14.56
Kepler-905 b,1726,2.57 Earths,2016,14.058
Kepler-906 b,2472,5.1 Earths,2016,14.019
Kepler-907 b,1148,1.87 Earths,2016,11.16
Kepler-908 b,949,1.98 Earths,2016,11.607
Kepler-909 b,1010,2.76 Earths,2016,11.626
Kepler-90b,2767,2.27 Earths,2013,13.883
Kepler-90c,2767,1.81 Earths,2013,13.883
Kepler-90d,2767,8.6 Earths,2013,13.883
Kepler-90e,2767,7.56 Earths,2013,13.883
Kepler-90f,2767,8.65 Earths,2013,13.883
Kepler-90g,2767,0.8 Jupiters,2013,13.883
Kepler-90h,2767,1.2 Jupiters,2013,13.883
Kepler-90 i,2767,2.3 Earths,2017,13.883
Kepler-910 b,1306,0.477 Earths,2016,11.44
Kepler-911 b,1814,7.27 Earths,2016,11.767
Kepler-912 b,6539,8.25 Earths,2016,15.668
Kepler-913 b,3235,4.9 Earths,2016,15.522
Kepler-913 c,3235,14.2 Earths,2021,15.522
Kepler-914 b,2459,2.48 Earths,2016,13.667
Kepler-915 b,2770,2.86 Earths,2016,13.314
Kepler-916 b,2710,3.75 Earths,2016,15.363
Kepler-917 b,11288,4.31 Earths,2016,15.896
Kepler-918 b,3344,3.68 Earths,2016,15.064
Kepler-919 b,3653,5.69 Earths,2016,14.806
Kepler-91 b,4223,0.81 Jupiters,2013,12.712
Kepler-920 b,3267,6.44 Earths,2016,15.492
Kepler-920 c,3267,13.8 Earths,2016,15.492
Kepler-921 b,3048,8.6 Earths,2016,14.852
Kepler-922 b,1749,2.6 Earths,2016,13.863
Kepler-923 b,3263,2.48 Earths,2016,14.124
Kepler-924 b,3435,9.64 Earths,2016,14.293
Kepler-925 b,1993,6.08 Earths,2016,16.025
Kepler-926 b,3005,5.95 Earths,2016,14.431
Kepler-927 b,2713,3.61 Earths,2016,14.817
Kepler-928 b,1660,3.15 Earths,2016,15.586
Kepler-929 b,4277,1.41 Earths,2016,14.738
Kepler-92 b,1559,0.202 Jupiters,2013,11.671
Kepler-92 c,1559,6.1 Earths,2013,11.671
Kepler-92 d,1559,4.93 Earths,2015,11.671
Kepler-930 b,2767,5.18 Earths,2016,13.89
Kepler-931 b,1598,2.33 Earths,2016,14.643
Kepler-932 b,1519,2.45 Earths,2016,14.308
Kepler-933 b,3318,6.62 Earths,2016,15.614
Kepler-934 b,1986,5.02 Earths,2016,15.238
Kepler-935 b,1539,2.39 Earths,2016,15.01
Kepler-936 b,2686,2.7 Earths,2016,14.84
Kepler-937 b,5126,13.4 Earths,2016,15.405
Kepler-937 c,5126,7.61 Earths,2016,15.405
Kepler-938 b,3856,5.56 Earths,2016,15.148
Kepler-939 b,6829,3.71 Earths,2016,15.653
Kepler-93 b,313,4.66 Earths,2014,9.996
Kepler-93 c,313,3 Jupiters,2014,9.996
Kepler-940 b,4113,11.1 Earths,2016,15.727
Kepler-941 b,3550,9.69 Earths,2016,15.803
Kepler-942 b,706,5.18 Earths,2016,13.25
Kepler-943 b,7504,29.5 Earths,2016,15.76
Kepler-944 b,4402,7.41 Earths,2016,15.636
Kepler-945 b,5386,7.41 Earths,2016,15.599
Kepler-946 b,3710,4.38 Earths,2016,15.011
Kepler-947 b,5646,5.82 Earths,2016,16.064
Kepler-948 b,2831,4.08 Earths,2016,14.811
Kepler-949 b,1586,8.8 Earths,2016,14.718
Kepler-949 c,1586,9.11 Earths,2023,14.718
Kepler-94 b,626,10.84 Earths,2014,13.071
Kepler-94 c,626,9.836 Jupiters,2014,13.071
Kepler-950 b,7051,0.188 Jupiters,2016,16
Kepler-951 b,1248,26.7 Earths,2016,14.841
Kepler-952 b,4254,0.143 Jupiters,2016,15.323
Kepler-953 b,845,16.5 Earths,2016,11.871
Kepler-953 c,845,1.81 Earths,2016,11.871
Kepler-954 b,704,5.99 Earths,2016,13.095
Kepler-955 b,1795,9.96 Earths,2016,14.734
Kepler-956 b,1778,9.27 Earths,2016,13.387
Kepler-957 b,2690,25.9 Earths,2016,15.833
Kepler-958 b,1467,4.9 Earths,2016,13.91
Kepler-959 b,2635,17.6 Earths,2016,12.606
Kepler-95 b,1454,13 Earths,2014,12.382
Kepler-960 b,929,5.86 Earths,2016,14.127
Kepler-961 b,1873,7.04 Earths,2016,14.204
Kepler-962 b,1342,4.54 Earths,2016,13.68
Kepler-963 b,2517,7.56 Earths,2016,15.091
Kepler-964 b,1483,5.14 Earths,2016,14.061
Kepler-965 b,1901,11.4 Earths,2016,13.488
Kepler-966 b,3353,16 Earths,2016,14.731
Kepler-967 b,1855,6.12 Earths,2016,14.702
Kepler-967 c,1855,12.9 Earths,2016,14.702
Kepler-968 b,947,4.66 Earths,2016,14.626
Kepler-968 c,947,3.5 Earths,2016,14.626
Kepler-969 b,1273,4.94 Earths,2016,13.865
Kepler-969 c,1273,0.937 Earths,2016,13.865
Kepler-96 b,401,8.46 Earths,2014,10.568
Kepler-970 b,1081,7.31 Earths,2016,15.21
Kepler-971 b,1104,5.18 Earths,2016,13.483
Kepler-972 b,3908,19.5 Earths,2016,15.084
Kepler-973 b,1072,4.5 Earths,2016,13.478
Kepler-974 b,438,3.09 Earths,2016,15.295
Kepler-975 b,1390,2.79 Earths,2016,14.633
Kepler-975 c,1390,0.252 Jupiters,2023,14.633
Kepler-976 b,3302,14.9 Earths,2016,15.861
Kepler-977 b,1855,7.37 Earths,2016,14.754
Kepler-978 b,2226,9.22 Earths,2016,13.513
Kepler-979 b,1881,7.85 Earths,2016,14.882
Kepler-97 b,1308,3.51 Earths,2014,12.994
Kepler-97 c,1308,1.08 Jupiters,2014,12.994
Kepler-980 b,3136,7.61 Earths,2016,14.221
Kepler-981 b,2864,5.95 Earths,2016,14.875
Kepler-982 b,2614,5.69 Earths,2016,13.099
Kepler-983 b,2330,6.17 Earths,2016,14.1125
Kepler-984 b,1501,5.14 Earths,2016,13.599
Kepler-985 b,2216,9.17 Earths,2016,14.904
Kepler-986 b,1789,6.17 Earths,2016,13.69
Kepler-987 b,2982,10.7 Earths,2016,15.171
Kepler-988 b,995,4.94 Earths,2016,15.578
Kepler-989 b,1605,5.52 Earths,2016,14.717
Kepler-98 b,1143,3.55 Earths,2014,12.996
Kepler-990 b,2617,7.27 Earths,2016,14.716
Kepler-990 c,2617,2.96 Earths,2016,14.716
Kepler-991 b,1271,6.99 Earths,2016,15.626
Kepler-992 b,847,3.26 Earths,2016,13.557
Kepler-993 b,1058,9.11 Earths,2016,16.608
Kepler-994 b,614,3.19 Earths,2016,15.046
Kepler-995 b,1989,7.75 Earths,2016,15.173
Kepler-996 b,3968,4.58 Earths,2016,14.717
Kepler-997 b,1525,2.42 Earths,2016,11.521
Kepler-998 b,3218,5.99 Earths,2016,14.463
Kepler-999 b,1778,6.08 Earths,2016,12.364
Kepler-99 b,680,6.15 Earths,2014,13.206
Kepler-9 b,2049,0.13655 Jupiters,2010,13.922
Kepler-9 c,2049,29.9 Earths,2010,13.922
Kepler-9 d,2049,3.33 Earths,2010,13.922
KIC 10001893 b,5457,Unknown,2014,15.829
KIC 10001893 c,5457,Unknown,2014,15.829
KIC 10001893 d,5457,Unknown,2014,15.829
KIC 10068024 b,2352,2 Jupiters,2021,13.144
KIC 10525077 b,4766,25.9 Earths,2015,15.592
KIC 3526061 b,1309,18.15 Jupiters,2022,10.372
KIC 3558849 b,3966,38.1 Earths,2015,14.32
KIC 5095269 b,3877,7.693 Jupiters,2017,13.595
KIC 5437945 b,4156,33.6 Earths,2015,13.834
KIC 5479689 b,1484,0.5 Jupiters,2021,13.929
KIC 5951458 b,2423,35.4 Earths,2015,12.836
KIC 7917485 b,4511,11.8 Jupiters,2016,13.166
KIC 8121913 b,2307,2.1 Jupiters,2021,12.38
KIC 8540376 b,3498,15.8 Earths,2015,14.411
KIC 8540376 c,3498,6.35 Earths,2015,14.411
KIC 9663113 b,5202,19.2 Earths,2015,14.027
KMT-2016-BLG-0212L b,20551,18 Jupiters,2018,
KMT-2016-BLG-1105L b,16571,2.32 Earths,2023,
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,2019,
KMT-2016-BLG-1397L b,21529,7 Jupiters,2018,
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,2018,
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,2019,
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,2018,
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,2020,
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,2020,
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,2021,
KMT-2017-BLG-0165L b,14777,34 Earths,2018,
KMT-2017-BLG-0428L b,17615,5.59 Earths,2023,
KMT-2017-BLG-0673L b,16571,3.67 Jupiters,2022,
KMT-2017-BLG-1003L b,23128,5.19 Earths,2023,
KMT-2017-BLG-1038L b,19572,2 Jupiters,2019,
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,2019,
KMT-2017-BLG-1194L b,13831,3.54 Earths,2023,
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,2021,
KMT-2018-BLG-0029L b,11026,7.59 Earths,2020,
KMT-2018-BLG-0030L b,21138,1.45 Jupiters,2022,
KMT-2018-BLG-0087L b,22899,0.23 Jupiters,2022,
KMT-2018-BLG-0247L b,22051,2.11 Jupiters,2022,
KMT-2018-BLG-0748L b,23813,0.19 Jupiters,2020,
KMT-2018-BLG-1025L b,21872,6.059 Earths,2021,
KMT-2018-BLG-1292L b,11287,4.42 Jupiters,2020,
KMT-2018-BLG-1743L b,21148,0.245 Jupiters,2021,
KMT-2018-BLG-1976L b,19050,2.22 Jupiters,2021,
KMT-2018-BLG-1988L b,13537,5.56 Earths,2022,
KMT-2018-BLG-1990L b,3154,0.348 Jupiters,2019,
KMT-2018-BLG-1996L b,19278,1.09 Jupiters,2021,
KMT-2018-BLG-2602L b,14059,1.15 Jupiters,2022,
KMT-2019-BLG-0253L b,15984,9.2 Earths,2022,
KMT-2019-BLG-0298L b,21888,1.81 Jupiters,2023,
KMT-2019-BLG-0371L b,22867,7.7 Jupiters,2021,
KMT-2019-BLG-0414L b,14385,4.57 Jupiters,2022,
KMT-2019-BLG-0842L b,10830,10.28 Earths,2020,
KMT-2019-BLG-0953L b,23486,15.5 Earths,2022,
KMT-2019-BLG-1042L b,21529,0.19 Jupiters,2022,
KMT-2019-BLG-1216L b,8938,29.87587 Earths,2023,
KMT-2019-BLG-1339L b,19963,1.25 Jupiters,2020,
KMT-2019-BLG-1367L b,15234,4.08 Earths,2023,
KMT-2019-BLG-1552L b,15005,4.05 Jupiters,2022,
KMT-2019-BLG-1715L b,12591,2.56 Jupiters,2021,
KMT-2019-BLG-1806L b,21660,4.67 Earths,2023,
KMT-2019-BLG-1953L b,22964,0.64 Jupiters,2020,
KMT-2019-BLG-2783L b,19278,1.16 Jupiters,2023,
KMT-2019-BLG-2974L b,19898,0.28 Jupiters,2022,
KMT-2020-BLG-0414L b,2610,0.96 Earths,2021,
KMT-2020-BLG-0414L c,2610,15.4 Jupiters,2021,
KMT-2021-BLG-0119L b,10210,5.52 Jupiters,2022,
KMT-2021-BLG-0171L b,15005,11.2 Earths,2022,
KMT-2021-BLG-0192L b,16701,34.96112 Earths,2022,
KMT-2021-BLG-0240L b,21529,0.21 Jupiters,2022,
KMT-2021-BLG-0320L b,22671,31.78284 Earths,2022,
KMT-2021-BLG-0322L b,21529,6.4 Jupiters,2021,
KMT-2021-BLG-0712L b,10080,38.19 Earths,2023,
KMT-2021-BLG-0748L b,19866,0.45 Jupiters,2022,
KMT-2021-BLG-0909L b,21138,1.26 Jupiters,2023,
KMT-2021-BLG-0912L b,18137,2.81 Earths,2022,
KMT-2021-BLG-1077L b,26879,0.22 Jupiters,2022,
KMT-2021-BLG-1077L c,26879,0.25 Jupiters,2022,
KMT-2021-BLG-1105L b,14809,1.3 Jupiters,2023,
KMT-2021-BLG-1253L b,21660,19.05 Earths,2022,
KMT-2021-BLG-1303L b,20485,0.38 Jupiters,2022,
KMT-2021-BLG-1372L b,19474,0.19278 Jupiters,2022,
KMT-2021-BLG-1391L b,18659,4.55 Earths,2022,
KMT-2021-BLG-1554L b,25052,38.13941 Earths,2022,
KMT-2021-BLG-1689L b,23486,0.14473 Jupiters,2022,
KMT-2021-BLG-1898L b,22508,0.73 Jupiters,2022,
KMT-2021-BLG-2294L b,22182,22.24799 Earths,2022,
KMT-2021-BLG-2478L b,9688,0.9 Jupiters,2023,
KMT-2022-BLG-0440L b,11417,15.4 Earths,2023,
KOI-1257 b,2140,1.45 Jupiters,2014,14.818
KOI-12 b,1303,1.1 Jupiters,2015,11.51
KOI-13 b,1693,9.28 Jupiters,2011,9.791
KOI-142 b,1229,9.5 Earths,2013,13.209
KOI-142 c,1229,0.674 Jupiters,2013,13.209
KOI-1599.01,3691,4.6 Earths,2019,14.795
KOI-1599.02,3691,9 Earths,2019,14.795
KOI-1783.01,2824,0.22339 Jupiters,2020,13.978
KOI-1783.02,2824,15 Earths,2020,13.978
KOI-1831 d,1636,2.23 Earths,2021,14.222
KOI-1833 d,947,11.02 Earths,2021,14.626
KOI-217 b,2984,Unknown,2010,15.257
KOI-3503 b,2894,9.2 Earths,2021,13.831
KOI-3503 c,2894,10.36 Earths,2021,13.831
KOI-3680 b,3008,1.93 Jupiters,2018,14.616
KOI-4777.01,562,0.31212 Jupiters,2014,16.413
KOI-55 b,4016,0.44 Earths,2011,15.154
KOI-55 c,4016,0.655 Earths,2011,15.154
KOI-7368 b,864,5.56 Earths,2022,12.969
KOI-7913 b,885,6.08 Earths,2022,14.23
KOI-94 b,1556,10.5 Earths,2013,12.314
KOI-94 c,1556,15.6 Earths,2013,12.314
KOI-94 d,1556,0.334 Jupiters,2013,12.314
KOI-94 e,1556,35 Earths,2013,12.314
KOI-984 b,824,17.1 Earths,2022,12.795
KOI-984 c,824,0.6601 Jupiters,2022,12.795
KPS-1 b,857,1.09 Jupiters,2018,12.97
L 168-9 b,82,4.6 Earths,2020,11.005
L 363-38 b,33,4.67 Earths,2023,13.027
L 98-59 b,35,0.4 Earths,2019,11.685
L 98-59 c,35,2.22 Earths,2019,11.685
L 98-59 d,35,1.94 Earths,2019,11.685
L 98-59 e,35,3.06 Earths,2021,11.685
LHS 1140 b,49,6.38 Earths,2017,14.15
LHS 1140 c,49,1.76 Earths,2018,14.15
LHS 1478 b,59,2.33 Earths,2021,13.304
LHS 1678 b,65,0.35 Earths,2021,12.6
LHS 1678 c,65,1.4 Earths,2021,12.6
LHS 1815 b,97,8.7 Earths,2020,12.167
LHS 3844 b,49,2.25 Earths,2019,15.24
LkCa 15 b,516,Unknown,2015,12.025
LkCa 15 c,516,Unknown,2015,12.025
LP 714-47 b,172,30.8 Earths,2020,12.492
LP 791-18 b,86,1.94 Earths,2019,16.91
LP 791-18 c,86,7.1 Earths,2019,16.91
LP 791-18 d,86,0.9 Earths,2023,16.91
LP 890-9 b,106,13.2 Earths,2022,18
LP 890-9 c,106,25.3 Earths,2022,18
LSPM J2116+0234 b,58,13.3 Earths,2019,11.961
LTT 1445 A b,22,2.87 Earths,2019,10.59
LTT 1445 A c,22,1.54 Earths,2022,10.59
LTT 3780 b,72,2.62 Earths,2020,13.14
LTT 3780 c,72,8.6 Earths,2020,13.14
LTT 9779 b,262,29.32 Earths,2020,9.79
Lupus-TR-3 b,2523,0.81 Jupiters,2007,19.6202
